"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","watch","Amazon Essentials Men's Digital Chronograph Black Resin Strap Water Resistant Watch","Pooja","Reviewed in Canada on August 21, 2023","","",5,NA
"12","watch","Amazon Essentials Men's Digital Chronograph Black Resin Strap Water Resistant Watch","Emmanuel ouellet","Reviewed in Canada on November 15, 2021","HELP!!!","Working well so far",5,NA
"13","watch","Amazon Essentials Men's Digital Chronograph Black Resin Strap Water Resistant Watch","Buyer832","Reviewed in Canada on October 2, 2023","","I love this watch. It was easy to set the time and the light function is great in the dark. Such a good replacement for the old watch I used to have.",5,NA
"14","watch","Amazon Essentials Men's Digital Chronograph Black Resin Strap Water Resistant Watch","Cirrus",NA,"","As usual with Chinese equipment the instructions are poor.",5,NA
"15","watch","Amazon Essentials Men's Digital Chronograph Black Resin Strap Water Resistant Watch","Robert Taylor",NA,"Pound for pound, the Very Best Amazon Watch that Amazon has to Offer! (and they offer alot!)",NA,4,NA
"16","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Humais","Reviewed in the United States on November 17, 2024","","This Smart Watch for Men and Women is fantastic! It’s easy to use, and the touch screen is smooth and responsive. The fitness tracking features are accurate and helpful for tracking my steps, heart rate, and workouts. The battery lasts a long time, so I don’t have to charge it every day. I love how it looks sleek and stylish, matching any outfit. It’s also waterproof, so I can wear it while swimming or in the rain. The notifications for calls and messages are super convenient. Setup was quick, and it synced with my phone easily. Overall, it’s a great value and a perfect all-in-one watch!",5,NA
"17","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Tyler","Reviewed in the United States on November 2, 2024","","I recently purchased the Smart Watch for Men Women and I must say I am thoroughly impressed with its performance and features. The 1.96"" HD display is crystal clear and easy to navigate, making it a delight to use. The fitness tracking capabilities are top-notch, accurately monitoring my heart rate, sleep patterns, and various sports activities. I love how it reminds me to move when I've been sitting for too long and tracks my steps throughout the day. The fact that it is IP68 waterproof is a huge bonus, as I can wear it even during my swimming sessions. The ability to answer and make calls directly from the watch is incredibly convenient, and the call quality is surprisingly good. Overall, this smartwatch has exceeded my expectations and I would highly recommend it to anyone looking for a reliable and feature-rich wearable device.",5,NA
"18","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Winston L","Reviewed in the United States on October 21, 2024","Excellent!!","We've had quite a few different watches come through our house including Fitbits, Apple watches, and some lesser known fitness watches.This is a wider style watch and it somewhat resembles an Apple Watch.  At a much lower price, the build as expected is much lighter.Pros:Battery life is extremely long.  I'm used to an Apple Watch that can make it through the day, but needs daily charging.  This watch after wearing for a full day is still at 4 bars.The advantage of having a long battery life is that one can reliably use it for sleep monitoring.  I couldn't do that with the Apple Watch since it would always need charging overnight.Very large, bright and clear display - It can show time, date, temperature, heart rate, steps, calories, and mileage all on the main screen.Band is comfortable with 16 notches to adjust (compared to 7 on an Apple watch band).Straight forward set-up through an app on the phone (Glory Fit).Fitness tracking is similar to the Apple Watch.  I wore two watches for a day (this one and the Apple Watch) just to see how they differed.  Very close in overall steps and heart rate.Has a few simple non-fitness capabilities - messages display, stopwatch, calculator, control music on the phoneCons:Limited capabilities beyond that of fitness functionsOverall, if you're looking for a watch for mainly timekeeping, fitness, and sleep capabilities, this is a really solid value.",5,NA
"19","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Winston L","Reviewed in the United States on November 13, 2024","","I wanted to wait a little to really try this product before I posted a review. I got this for my sister who has an android phone, it works wonders. In her case she speaks Spanish only and we were able to change the language with no issue, you are able to connect it with your phone, answer phone calls, accurately check your heart rate, track your steps and so much more. Very easy to use and the battery life is great, she is in school all day and works out too and doesn’t need to be charged till 2 days after. Size is perfect for her and looks just like Apple Watch.",5,NA
"20","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Karen D'Agostino","Reviewed in the United States on October 14, 2024","","This watch is wonderful.  It is large, colorful, has many options, a comfortable watch band, and is sleek enough that I could definitely wear it with my work clothes.  The only issue was discovered by my wife - no blood pressure reader- which is an important feature for my family.  So, until that is resolved, I have to go elsewhere.  Please resolve and I will be back.  This was an excellent smartwatch that I really wanted to keep.",5,NA
"21","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Karen D'Agostino","Reviewed in the United States on October 11, 2024","Exceptional Smart Watch - A Great Investment for Health and Fitness Enthusiasts!","This watch promises more than it delivers.  It purports to measure your pulse, but I find it seriously inaccurate.  The values are all over the place, from 50 BPM to over 130 BPM.  There is no way I could have been at 130 BPM without my knowing it - I'd have been gasping for breath.  I doubt my pulse ever gets down to 50 BPM, either.  I'm just not that laid back.The manufacturer says that for greater accuracy you need to wear the watch more tightly om your wrist.  When I tried that I found that my skin couldn't breathe, which caused it to become irritated.  So the values are just going to be inaccurate.It doesn't seem to know when I go to sleep, either.  Often before I turn in, I read for a bit.  At such times I am immobile, so the watch thinks I'm sleeping.  If I have to get up to pee in the night, the watch thinks I've gotten up for 20-40 minutes or so.It purports to measure blood oxygen saturation levels, which for all I know it might be doing.  I have never found any use for that particular function.It annoyingly is connected to my phone such that when I get a call, my watch starts making a lot of noise.  I have not yet found the way to stop this.  The instructions are inadequate.  This is highly annoying, because almost every call is spam.One feature that seems to work well is its keeping track of my steps.  That's useful, and is a reminder to me to keep walking.  Once upon a time I had a pedometer that I used.  That's all it did - measure my steps.  I wanted that.  So if this watch did nothing more, I would still like it as a pedometer.Overall I am disappointed in this watch.  I probably wouldn't buy it again.  I might recommend it to someone I didn't like.",5,NA
"22","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Rugby Hawk","Reviewed in Germany on November 24, 2024","","Ich bin wirklich begeistert von dieser rosefarbenen Smartwatch. Sie sieht nicht nur schick aus, sondern fühlt sich auch hochwertig an – fast wie bei teuren Marken, nur viel erschwinglicher. Der Akku hält bei mir mehrere Tage durch, und dank der Schnellladefunktion ist sie blitzschnell wieder einsatzbereit. Besonders praktisch finde ich die Funktionen wie Gesundheits-Tracking, Benachrichtigungen und die Möglichkeit, die Zifferblätter anzupassen. Egal ob beim Sport oder zu besonderen Anlässen – sie passt einfach immer und funktioniert zuverlässig. Für mich die perfekte Kombination aus Qualität, Stil und Preis!",4,NA
"23","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Baruch","Reviewed in Italy on November 16, 2024","","",3,NA
"24","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","MM","Reviewed in the United Kingdom on October 13, 2024","Good value for a fitness and sleep watch","Davvero un bell'orologio, comodo ed elegante. Ha tante funzioni disponibili, semplici da capire ed utilizzare, dalle telefonate, ai messaggi, alle funzioni legata all'attività fisica e tante altre. Si può usare in acqua, molto resistente e performante. Anche l'app associata è carina ed è facile da usare. Ottimo rapporto qualità-prezzo. Super consigliato",5,NA
"25","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Mirko","Reviewed in Spain on October 5, 2024","","",5,NA
"26","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Mirko","Reviewed in Italy on November 15, 2024","","This watch is amazing! I wanted a watch that could monitor my heart beat. I had previously purchased a very expensive watch for around £150 but it wouldn't pick up my heart beat so I returned it. I saw this watch on offer for £23 so thought I would try it as it had some fantastic reviews. Within about 5 seconds of wearing it, it picked up my heart beat and appears to accurately monitor it throughout the day. You can set the watch to check for a low or high heart beat too, and it will buzz if either of these are reached. It also does my blood oxygen. I have been on a bit of an exercise mission so I wear my watch on my daily walks, and it accurately tracks my steps. I have connected it to the app on my phone (which is used to set up the watch and record information - which was really easy to do) so I can use my watch to read any text messages I receive as well as messages through other apps. The main watch face displays the time, date, weather, how much charge is left, number of steps, number of calories burnt, heart beat, and number of km travelled. You can also make and receive calls from the watch. You can set a workout such as cycling, walking, running etc. It can also track your sleep (which I haven't tried as I don't like sleeping with a watch on). You can use it as an audio device to play music. It has an alarm clock on it, stopwatch, timer, torch, a sytem to find your phone, a remote camera and calculator. It holds its charge really well. I am currently on day 3 after charging it and it is registering as 63% charged. I 100% recommend this watch to anyone. I'm sure there are watches out there that do far more, but it already has more functions than I will actually use, so I am more than happy with it. I also find it really easy to use and navigate.",5,NA
"27","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Alfiedog2015",NA,"Nothing to envy more expensive brands","Este es el mejor reloj inteligente que he tenido hasta ahora. Es cómodo, atractivo y funciona bien, con una batería de larga duración que se carga fácilmente con su cable de carga magnético. Simplemente conecte el conector USB a un cargador estándar y el otro extremo se conecto magnéticamente al reloj.El reloj tiene todas las funciones habituales, como los latidos del corazón, el oxígeno en sangre, los pasos, la fecha, el tiempo que va hacer, alarmas etc.La configuración se realizó fácilmente descargando la aplicación «GloryFit» para Android y se conectó automáticamente después de introducir mis datos personales en el teléfono.Es resistente al agua, para mí es importante, porque siempre se me olvida quitármelo para fregar o ducharme, con este reloj ese olvido no importa.Una característica interesante es que la pantalla se enciende cuando levantas el brazo si lo deseas y la hora de visualización se puede ajustar en incrementos de 5 segundos.En general, este reloj inteligente  tiene una buena relación calidad-precio.",5,NA
"28","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Cristobalina Carrasco Moreno",NA,"","",5,NA
"29","watch","Smart Watch for Women Answer/Make Calls, 1.9 HD Fitness Watch with Heart Rate Monitor Sleep Monitor","Mattia Granatiero",NA,"","Il Togala Smartwatch ha davvero migliorato la mia routine quotidiana e i miei allenamenti. In palestra è stato utilissimo per monitorare i tempi di recupero tra una serie e l’altra, rendendo i miei esercizi più mirati ed efficienti. Con oltre 113 modalità sportive, c’è sempre quella giusta per ogni attività. È anche incredibilmente leggero: non si sente nemmeno al polso, il che lo rende perfetto da indossare tutto il giorno. Il design elegante si adatta perfettamente sia agli allenamenti che a un’uscita serale, rendendolo ideale in ogni situazione. Lo schermo ampio e luminoso permette di tenere sotto controllo il sonno e il battito cardiaco con precisione. Aggiungiamo la possibilità di effettuare e rispondere alle chiamate, l’impermeabilità IP68 e la compatibilità con Android e iOS, ed è chiaro che questo smartwatch è un acquisto eccellente!",5,NA
"30","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Preston Appelman","Reviewed in the United States on November 18, 2024","","I bought this watch and it proved itself. The quality is very good. The colors are very vibrant. The battery has lasted a very, very long time. I’ll be definitely buying more.",5,NA
"31","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","CeCe","Reviewed in the United States on July 18, 2023","","I don't know where to review the tracking process so I will do it here. I just love the fact that they list stop by stop where your order is. I ordered this for my son for his graduation present and was very excited to give it to him. I was able to see how many stops the driver had before he got to me which allowed me to not only have a better idea of its arrival time, but I was also able to enjoy a buildup of excitement as it got closer and closer.As for the quality of the product ~ both my son and I are very impressed and more than satisfied with the watch so far. I was very trepidatious as so many items, especially jewelry items, look stunning, gorgeous, beautiful, high quality in the pictures online and are nothing short of utterly disappointing when you get them. This watch renewed my belief that there are honest sellers out there. I will say that we just got the watch today so this is purely about the initial presentation and look of the watch.So, the packaging was super nice, high-end quality. Each piece (bands, watchface) were separately wrapped in nice, thick plastic to protect from scratching. The boxes (box for watch & slip cover outer box) were great quality (you know, so many companie's packaging falls apart at barely a touch, which makes me wonder about the quality of what's inside). Thorough, grammatically correct (mostly) directions included; also had tools for taking out links along with fairly easy to follow pictured & written directions. We did have to use a separate pin with a head (like tailors use to mark hem points) to push out the pins bcz the one included bent.One thing I really appreciate is that the company said they are there anytime and to please let them know of any issues. Usually companies do all they can to make it as hard as possible to be contacted.I couldn't stop looking at the watch! It DEFINITELY looks SO MUCH MORE expensive than it was! And the workings move like a Rolex (smoothly), not jumpy like the workings of normal watches. Even my husband remarked on how ""Rolexey"" it looked. I ordered the all black watch.Again, we've only just gotten it, but if the initial presentation is any indicator of its performance, WE'VE GOT A WINNER!!",5,NA
"32","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Fury1300","Reviewed in the United States on May 10, 2024","Amazing","Ok for the price looks good but it feels cheap, but I've have it for a few months and still works  great. Looks more expensive but you know it's a cheap watch I'd give it a 4 star only cause it looks good and so far it works great, hopefully battery life it's decent,  I'll keep it",4,NA
"33","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Aaron Lozano","Reviewed in the United States on November 15, 2024","","Good time and looks goods, people like it",5,NA
"34","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Jim B","Reviewed in the United States on August 10, 2024","","I returned this watch the next day after receiving it.  It was very attractive and I hope it would work as advertised.  The watch came in shrink wrapped plastic that was very tough to removed. I feared damaging the watch.  I set it then tried some of its features.  The stopwatch worked but it did not reset to the zero position properly.  The 24 hour time indicator was off by one hour.  The rotating bezel had black lacquer on it that was tender to the touch.  A fingernail could have damaged it and a very small nick had already started out of the box.  If everything had worked properly I would have kept it for the money spent.  I guess you get what you pay for so I am now shopping for a higher quality watch.",1,NA
"35","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Chops","Reviewed in the United States on September 2, 2024","Tracking Process & Quality of Product","Unable to adjust the watch to my wrist because of the fragile tools and super tight links. Not only did it break my screws but it would also bend my tools even when I used one of the best watch tools. I gave up on these watches because I had such a difficult time removing the links out of the watch. I enjoyed the reflection of the light on my new watch despite it being light weight. It was a nice.",3,NA
"36","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Albert Viglione","Reviewed in the United States on April 7, 2024","","You will not be able to beat the price for a very good looking watch.  It’s automatic so there’s no need of replacing batteries or winding it each day.  I’ve had it for one week and it’s almost perfect in not losing more than a few seconds each day.  I’ve yet to adjust the time on it.  The only complaint if you can call it a complaint is sizing it to fit small wrists by removing watch band links.  Probably better to take it to a watch repair shop and have them do it for you.  But all in all…..I love this watch and highly recommend it.  And for an additional $3.99 you can get a 2 year repair service warranty.",5,NA
"37","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Jake Andersen","Reviewed in the United States on November 30, 2024","","I bought it because I thought it was a more affordable option than Invicta but looked like one. I've neen asked more than once if I was wearing a rolex. I guess they look similar.",5,NA
"38","watch","OLEVS Men Watch,Big Dial Watches for Men Stainless Steel","Alx serrano","Reviewed in Mexico on November 28, 2023","Looks better than it feels","Igualito al de la imagen y llegó super bien sin ningún detalle excelente",5,NA
"39","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Alysa Osowski","Reviewed in the United States on September 29, 2024","","First off, I've only used the watch for less than a day. That being said, I am pretty satisfied with it. It was super easy to set up and connect to my phone. So far it hasn't disconnected for any reason. Its pretty comfortable (I haven't worn a watch in years), easy to read the screen. It looks good, doesn't seem to big or anything like that. I like that I can set drink water reminders. It seems accurate in the health tracking as far as I can tell. I did notice the step counting does/can get a little wonky if you're shaking your arm alot. I was sitting in bed while fixing my sheets and blankets and it gave me about 50 steps, but I don't think it's that bad seeing as I personally don't typically just shake my arms. Overall I am pretty satisfied with the watch nd the price. I plan on using it permanently.",5,NA
"40","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Alysa Osowski","Reviewed in the United States on November 27, 2024","","It's a comfortable watch. Features are good. Alexa is so slow. Quality is fine. Audio is good. Overall 3.5/5.",5,NA
"41","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Surya","Reviewed in the United States on October 25, 2024","Satisfied so far","I love my health tracker watch. It's pink which is pretty for a girl and it was relatively inexpensive. It keeps great track of my steps and the time I exercise. It keeps track of my stress. It keeps track of my heart rate which is extremely important. I actually bought a second one so I be prepared in case the first one stopped working.",4,NA
"42","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Pink Monkey","Reviewed in the United States on November 11, 2024","","This is a great watch for the price.  I got it mainly to track my steps and it works perfect.  It only needs charging once a week.  I am very happy with this purchase.",5,NA
"43","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Bayerngirl","Reviewed in the United States on November 4, 2024","","I decided to take a chance on this product as it said ""Amazon Recommends"". I did read reviews and saw that there were some issues, but didn't see anything related to this but maybe I missed it. Anyhow, the watch is as described. It does sync up with your phone easily. However it just won't connect to Alexa, I keep getting a java error. I've taken two calls through it, while the phone calls worked perfectly- I think the placement of the speaker affects the quality. Ie; can't hear sometimes while I'm moving because the speaker moves too close to my wrist and gets muffled. As this was my first foray into smartwatch territory, I don't know if this is typical placement for wrist speaker or not. The step counter seemed to be reasonably accurate, but the calorie counter was way out in left field it was so wrong. Oh, also I was disappointed that there are only 3 (very generic) watchface options. I did write a letter to customer support but have not heard back yet. I'll probably end up returning this item for a refund.",5,NA
"44","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","K. Casey","Reviewed in the United States on October 12, 2024","It's a good for the price","When I first got this watch I thought it was great. Issues began only a few days later. First, the step tracker is completely inaccurate (which is the reason I bought this in the first place). It randomly deducted 1000 steps regularly and there was no way to fix this. Second, the charger is horribly designed. It’s almost always loose which means the watch isn’t charging. Third, the watch randomly stopped working in the middle of my workout. It was fully charged btw. I was lifting so it’s not like I was in water or excessively sweating like in cardio. I tried doing a hard reset and charging it but nothing worked. That was the last straw for me.I bought this mainly to track my steps and workouts but it was not effective. I would not recommend. The call feature is alright if you care for that sort of thing.Finally, if you have a small wrist, I would not recommend. The band is very long and will most likely not fit you.",1,NA
"45","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Ali Armeghan Majeed","Reviewed in the United States on October 17, 2024","","This is a very nice smartwatch so far. I haven't had any issue. The battery time is good. The fit on my wrist is very good. The instructions to learn to use the watch were easy to comprehend. It's a nice everyday watch to have.",3,NA
"46","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Renee","Reviewed in the United States on October 16, 2024","","The watch is very pretty however the Alexa feature is horrible. When I ask Alexa to set a timer, or ask about the weather conditions it does not understand. It always losing connection. I will not recommend buying this watch as functionality is mediocre. Don't spend your money with this product. I will be returning it since it does not work as advertised",5,NA
"47","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Maria Ducasse","Reviewed in Canada on November 29, 2024","Health tracker watch","Exactly as shown, easy to set up and use, customizable.",2,NA
"48","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Maria Ducasse","Reviewed in Mexico on October 30, 2024","","Ya active las notificaciones y no me llega las notificaciones de redes sociales ni whatsaap",2,NA
"49","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Jennifer Sintnicolaas","Reviewed in France on November 25, 2024","","",5,NA
"50","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","erika","Reviewed in the United Kingdom on November 25, 2024","Great watch","Montre connecté parfait pour une première montre connecté satisfaite de mon achat",3,NA
"51","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","cynthia oster","Reviewed in Belgium on November 25, 2024","","",5,NA
"52","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","DW",NA,"","I considered getting an apple watch and thought ‘let me try a cheaper version first’. I absolutely love this little watch. It does a great job counting my steps and even telling me how well I slept. The ‘stress’ function can be improved because it sort of failed to detect multiple anxiety attacks 😂 but it does great with what I need.Batterly lasts about a week which is also great and charges fast.",5,NA
"53","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","DW",NA,"Won't connect to Alexa","Très bon achat .",5,NA
"54","watch","Smart Watch for Women Men, Alexa Built-in, Answer/Make Calls, 1.83 Fitness Tracker Watch with Heart Rate Monitor","Laetitia",NA,"","",5,NA
"55","watch","Casio Illuminator AE1500WH Series","D.W. D.","Reviewed in the United States on October 25, 2024","","I have 3 colors of this watch. It’s very comfortable, and the display is awesome. Big numbers. Looks like a G-Shock. If you want a watch to tell time, provide an alarm and use as a timer/stopwatch that’s easy to see, buy it. The light works fine. I have the grey with the negative display, and it’s easy to read too. Also have the tan. I wish the black and tan were available in negative display but they still look good the way they come. Great watch..great price..great battery life. Pick a color and buy it.",5,NA
