"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","MelloPi","Reviewed in the United States on November 17, 2024","","",4,NA
"12","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Charmaine Palmer","Reviewed in the United States on October 30, 2024","","The media could not be loaded.",5,NA
"13","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Delt","Reviewed in the United States on August 1, 2024","HP Stream - Laptop BrightView HD de 14 pulgadas","My new HP Streaming Laptop has completely redefined my working experience. Its lightweight and portable, making it easy to take with me wherever I go. If you are looking for a reliable, stylish, and high-performance laptop, look no further. This HP beauty is a gamer-changer.",5,NA
"14","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Caroline","Reviewed in the United States on October 28, 2024","","Works well.  No problems, easy tie in to the home network.",5,NA
"15","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Luz S. Molina","Reviewed in the United States on September 29, 2024","","If your laptop runs slow, Get out of S mode!!! I initially ran into the same problem . It turned out that it was first run under Win 11 S Mode. The S mode uses up all the memory that’s why it’s slow af. Just exit S mode once you're done with initial configuration and desktop is loaded. (Try googling how to exit S mode on your phone or on a different computer and follow the instructions there)",1,NA
"16","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Luz S. Molina","Reviewed in Mexico on September 5, 2024","Reset PC, Switch out of S Mode, Do Not Install McAfee","The computer looks great on the outside, but how do I test the system when it doesn't come with a power cable for this type of computer? Remove the extra cable since we all have the connector box and the computer already has a slot to connect devices.Put in the corresponding power supply cable, that's important!Muy bien la compu por fuera, pero como pruebo su sistema cuando no trae el cable de alimentación para este tipo de computadora?? Quite le el extra ya que la cajita de conectores lo tenemos todos y la compu ya trae ranura para conectar dispositivos.Pónganlo el cable alimentador de energía que corresponde que eso si es importante!",1,NA
"17","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","April Campbell","Reviewed in Canada on February 8, 2021","","",5,NA
"18","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Frida Beatriz Morales Amador","Reviewed in Canada on March 11, 2022","","I purchased this a couple month back. I just started using it this past month. It has been really amazing, and I love how fast the system works and the various things that I can do.",5,NA
"19","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Heidi Leadley","Reviewed in Canada on June 10, 2023","Perfect Laptop for streaming and working","Está súper bien trae window y antivirus solo que se llena muy rápido la memoria el color es súper bonito no tan brilloso",5,NA
"20","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Gael Kone","Reviewed in Canada on June 18, 2023","","",5,NA
"21","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Maureen",NA,"","good quality fast and holds a good charge bought this as a gift to my self and it is exactly as described good value for the price and fast and easy shipping",1,NA
"22","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Maureen",NA,"Overall a good value.","I'm very happy with this purchase, this PC is as practical as beautiful and I really enjoy using it Thank you very much  :)",1,NA
"23","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Greenteabookme",NA,"","I bought two of these laptops back in 2021 and one of them just stopped working a couple of months ago out of nowhere and I wasn’t even using it. There is an error message ever since I opened it that says “Boot Device Not Found. Please install an operating system on your hard disk”. The laptop was already slow to begin with which is why I barely used it. If I had known I never would have purchased them. What a waste of money.",4,NA
"24","Laptop","HP Stream 14 HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set)","Greenteabookme",NA,"","I love the dusty rose/ pink colour for the laptop, and overall I am very happy with my purchase especially since I got such a great price, and it came with one year Microsoft 365 to test out!My only negative feedback is that I do find it slow and lags a bit, but it’s not an expensive laptop and the processor is slower, so it’s to be expected. Still in hindsight I wish I’d spent a bit more money and purchased a faster product.",4,NA
"25","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","David Fisher","Reviewed in the United States on August 3, 2019","","This is the best laptop deal you can get, full stop.Touchescreen? Nope. That feature is stupid in a laptop, in my view. As you use the keyboard, incidental touche s of the screen change focus or move to different screens--touchscreen is a gimmick and sucks.The screen on this laptop is worth the price by itself. Gorgeous, black is actually black, it rivals my AOC gaming desktop monitor.The Ryzen chip inside can be overclosked if you feel like it, but it is not needed. It is plenty fast for a laptop.This is set up to add memory and a hard drive. Do so. I spent an additional $50 to add a 1tb drive and an 8gig memory stick.  In so doing, I have the same specs as a $700 consumer laptop.Gaming? I stream from my desktop, it's perfect. It won't run any modern games at more than low settings (if that) but you don't need to run them onboard if you have a gaming machine. DO NOT BUY THIS TO PLAY GAMES ONBOARD. Stream via Steam, it's perfect.Buy this for $300, spend an additional $50 or $100 on memory and storage, and sit back and realize that you got a premier laptop for 1/3 the money people are spending on nothing.Build quality is bomber. Eveything is solid, no rattles, no warps. Others have ripped on the touchpad--can't tell the difference between this and any other laptop touchpad. It isn't loose, responds as usual, no problem.The screen is GORGEOUS and much better than laptops at twice or three times the price.I actually like the compressed number pad on the right. If you aren't doing a lot of 10-key stuff, it's what you need.The keyboard backlight stays on while you're typing, shuts off when you aren't. Perfectly configured.This boots in about 15 seconds.It has some heft, but is still very light. Hard to describe, but you can carry this all day in your backpack and not even know it is there. The power brick is about the size of a Toblerone tube. I plan on buying an extra to travel with.This will work as a consumer laptop as is, like I said, but add some memory and a hard drive and you are CRUSHING.I can't sing the praises of this enough.Buy this, add a drive and a memory stick and you get a premier laptop for less than $400. And you get a better screen, too. And anyone can do that, it isn't tough at all. If you can turn a screwdriver, you can update this machine.Make sure to go in and turn S mode off. First, activate Windows, then go to the store and turn off S mode.This is much better than what other companies are offering as a budget laptop.",5,NA
"26","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","David Fisher","Reviewed in the United States on August 10, 2024","","Pretty good laptop. Will make a really good school or low level gaming laptop compared to latest games.It came with a 128gb 800mbps m.2 drive that was slow for windows 11 so upgraded it to 1tb 3500mbps m.2 drive. There are mixed reviews and info even from the manufacturer on if it has a extra ram slot or not but this one does not have one. All the ram is soldered to the motherboard and needs to be taken to an Acer shop in order to upgrade. Out of the box it used 6/8gb of ram at first then after the updates it dropped down to 4/8gb used. The system is pretty fast for only having 4gb free. The processor is the main feature I ordered it for since it is a 4core-8thread processor with speed ranging from 2.5ghz to 4.3ghz. After trying some more power demanding games the temp could still not pass 50c and stays quiet and cool to touch. It normally stays idle around 41c when not under a heavy load with no sound from the fans. The screen is decent quality but not meant for games since it's LCD and not being led the games get a bit of blur here and there with higher fps. Word of advice is when installing a different operating system the WiFi drivers do not reinstall with the system so any online activation is almost useless unless you have a usb-ethernet adapter. The battery lasts me around 6 hours in performance mode but in power saving mode could possibly last 9+ hours and way longer with some power setting tweaks. The graphics says 600mb dedicated and 3400mb shared but unlike a lot of systems all the shared moves straight to dedicated making it 4gb for the graphics. The value is pretty good and the appearance is slick. My older brother was checking it out and thinking of buying one now because of how well it does. Some upgrades to look into if you know what your doing is a new m.2 drive with a faster transfer rate and also possibly an upgraded 15.6inch screen that's 1080p-4k.",5,NA
"27","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","thomas","Reviewed in the United States on July 30, 2023","This is NOT a Budget Laptop!","I bought two of these laptops in the summer of 2020 for $299 and $310. The first thing I did was pull the stock memory and storage. I added 16 GB ram and put in 1 tb drives. I installed  Xubuntu Linux, later installed Debian Linux “bookworm” Release. with no driver issues. I added a USB 1 GB Ethernet adapter/hub combo to the 1 USB 3.1 port. This Laptop has a good screen and I like its lighted keyboard. Its Ryzen 3 3200U processor isn't fast, but its fast enough for my needs. I only use this laptop as a VPN internet share laptop for my work at home 2nd local area network. I could use an VPN router for this, but would get much slower internet speeds.  Using the laptop as an VPN share device I always get good internet speeds.  The second laptop I have as a backup, if the Linux OS gets a bad update and fails. It has happened 3 or 4 times where I had to use the backup laptop.  Minimal downtime that way. Always good to have a backup.The only thing I don't like about the laptop is that every so often I will get a blinking battery warning light. When that happens I unplug the ac power to the laptop and let the battery run down to 15%, then plug in the ac power to the laptop and good to go. No more warning light. I pull the bottom cover off once a year to clean the laptop and make sure the battery isn't showing signs of swelling. So far so good.  If that happened I would probably just pull the battery and run the laptop without a battery.  These laptops have been a good value for what I use them for. The laptop performs well running Linux, I would not be running windows on the laptop. I think its processor might be to slow for that. In its stock configuration 4 GB of ram would be a bad day for windows.",5,NA
"28","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Bob Reviews","Reviewed in Canada on November 20, 2024","","This isn't a gaming computer, but if you're just using it to do your taxes or email, reports or word doc's, its a great machine. It has more memory than you will ever use for these purposes. But it is inexpensive and doesn't have the great video and sound cards that you need for gaming. Its a decent personal computer. Would recommend.",4,NA
"29","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Wolfgang kron","Reviewed in Canada on April 26, 2024","","Arrived on time. Computer takes a few minutes to set up, but they all do. Works find & is fast. Only thing & this is my fault for not doing enough research, it has a 15"" screen which for me is a little small. I would have no problem buying this brand again just I would look for a larger screen. Nice computer!",5,NA
"30","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Derrick Kilfoy","Reviewed in Mexico on September 21, 2023","Everything I was looking for","Tiene un rendimiento muy muy bueno, no se ha trabado para absolutamente nada, ahora quien se ha quedado lento es mi internet jaja, su calidad en todo sentido es excelente, lo que no me agrada del todo es su cargador, pero, sin duda es lo mejor para el precio, sobretodo aquí en México que para ese precio te ofrecen laptops con calidad horrible, de verdad que la volvería a encargar de nuevo, no se calienta, estéticamente es preciosa, su procesador es de lo mejores, la memoria sí que no es grande pero a la vez siento que está bien para que el procesador pueda rendir de la mejor manera, igual ya existen los discos duros, así que no hay pierde, si quieren algo de excelente calidad, estéticamente precioso y con un precio bajo, es la mejor opción ya que cuenta con prácticamente todo lo necesario casi para hacer cualquier cosa, no tuve tampoco ningún problema con el envío ni nada, la trajeron de Estados Unidos a México y todo muy bien (dato: la cámara también está preciosa cuando hay buena iluminación y el audio es muy bueno, no muy alto pero sí mucho mejor que el de mi laptop pasada sin duda).",5,NA
"31","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Jos SR","Reviewed in the United Kingdom on November 12, 2024","","",5,NA
"32","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","Jos SR","Reviewed in Saudi Arabia on May 24, 2024","","working well",5,NA
"33","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","stuart shaw",NA,"Basic use, 4 GB ram is not enough, makes a good Linux VPN share laptop.","👍🏻The device is great",5,NA
"34","Laptop","Acer Aspire 3 A315-24P-R7VH Slim Laptop","maha",NA,"Great for the home user",NA,5,NA
"35","Laptop","ASUS Chromebook CX1, 14 FHD","D. Blair","Reviewed in the United States on February 13, 2023","","I got the 15 inch, i needed this mostly for a good laptop, long battery life, USB C Charging, and price. I looked at several ""higher"" contenders, but for the 8g RAM, 64gb HD plus SD Card slot, battery life, size, and quality, you're not going to find a better sub- $300 chromebook. All others that compare are closer to $600-1000.Battery life isn't quite 11 hours with the most recent updates, more like 6-8. I use this primarily for online EHR for the facility I work for, and it's great. While some may not like the screen with more advanced (read as >$750 models), it is also a little blah appearing screen BECAUSE of the anti-glare. This means I can chart and do notes outside without sacrificing efficiency. Overall, the only ""missing"" thing is a touch screen. My main laptop is a Surface Pro 7, so I'm not really missing this. This is a fantastic true ""lap"" top.Unlike others, I have used other Chromebooks. This is superior for the PRICE.",5,NA
"36","Laptop","ASUS Chromebook CX1, 14 FHD","Ginny","Reviewed in the United States on July 24, 2023","","i bought this in feb. and it stopped working in june. (guarantee  up April ) i get a message to put in a recovery stick. there is no recovery stick with it so you have to make your own. first you need a computer with microsoft on it. if i had that i wouldn't have needed to buy a chromebook. what a waste. it is cheaper to buy a new one than repair at computer store. won't buy asus again though. BTW, i am typing this on my old (very old) acer c720 which works great, just cannot be up graded to work with my bank.",5,NA
"37","Laptop","ASUS Chromebook CX1, 14 FHD","Erin Blair S","Reviewed in the United States on August 11, 2022","BEST Bang for buck for Chromebook","I love my new laptop, but the colors displayed on screen are just ok...not very vibrant, average for my own use, and can be fixed a bit tilting the screen at a better angle. I was online shopping and some of the clothing looked very light and images were not very saturated...I wouldn't recommend this for anyone using this laptop for design etc. Good for basic home use, work use, student use.  Beautiful background themes to choose from, excellent Google product use, and I easily installed a wireless bluetooth mouse. The screen is nice and large, especially at this price point of around $200. I bought this on Prime Day and I'm happy with my purchase. I can run Google with many tabs open without any problem. I do wish the speakers were a bit better. I listen to music on my phone or Alexa instead because the speakers are small and located in an odd place....right on the front outer rim of the laptop on either side of where it opens. I used it to watch a movie on my bed and had the volume at max and still had a little trouble hearing everything. The bedding also sometimes blocked the speakers because of their location. Basic volume on regular Zoom meetings, YouTube etc. would be fine. I recommend this laptop for normal basic use...it works fast, beautifully designed and has lots of ports which is very convenient. Another thing I wanted to mention is that it wouldn't turn on at first even after charging for hours. I had googled many troubleshooting ideas and nothing seemed to work. Finally after cursing it and almost giving up, it magically made a ""bling"" sound and came on. Make sure to charge it from a wall outlet; not an extension cord or power strip. I think it was still in shipping mode, so I had to google what keys to hold down to make it boot up for the first time. There are just those few things, otherwise I love the laptop for my needs, and would recommend Asus products. Touchpad is very quick and responsive. It is not a touch screen monitor...I'm thinking people are confusing touch screen with touch pad. Keyboard is comfortable and battery has been long-running.",4,NA
"38","Laptop","ASUS Chromebook CX1, 14 FHD","Kathryn Weldon","Reviewed in the United States on March 7, 2024","","Light, and compact. Would buy this again",5,NA
